상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,PNU코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도,PARIS_ID,DISTANCE
MA0101202301A0011637,송사부수제쌀고로케,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56194,김밥 및 기타 간이 음식점업,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300117630000,1,대지,1763,,경기도 파주시 동패동 1763,414803206100,경기도 파주시 한울로,123,,4148011300100580000000001,이마트운정점,경기도 파주시 한울로 123,413100,10905,,1,,126.745087140716,37.7103774138298,304,166.14258190348596
MA0101202301A0085259,뚜레쥬르건강공원점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480560,운정2동,4148011700,목동동,4148011700106850000,1,대지,685,,경기도 파주시 목동동 685,414803206001,경기도 파주시 가온로,116,,4148011700100140012000001,,경기도 파주시 가온로 116,413110,10900,,1,,126.745392187126,37.7205349390844,304,978.9582983063027
MA0101202302A0059577,하하히히,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300117610002,1,대지,1761,2,경기도 파주시 동패동 1761-2,414803012097,경기도 파주시 미래로,369,21,4148011300117610002000001,,경기도 파주시 미래로 369-21,413100,10905,,,,126.745219814489,37.7112527973652,304,78.38492126722886
MA010120220802930065,디저트39,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56221,커피 전문점,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300117580001,1,대지,1758,1,경기도 파주시 동패동 1758-1,414803012097,경기도 파주시 미래로,369,58,4148011300117580001000001,,경기도 파주시 미래로 369-58,413100,10905,,,,126.744429194213,37.7117309206141,305,912.4771604139102
MA010120220803093586,오케키,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480560,운정2동,4148011700,목동동,4148011700110670006,1,대지,1067,6,경기도 파주시 목동동 1067-6,414804418960,경기도 파주시 산내로7번길,7,2,4148011700110670006000001,,경기도 파주시 산내로7번길 7-2,413110,10900,,1,,126.739807924224,37.7220881641839,305,606.7111518627635
MA010120220803366210,베이커리온,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480560,운정2동,4148011700,목동동,4148011700111490000,1,대지,1149,,경기도 파주시 목동동 1149,414803206006,경기도 파주시 교하로,100,,4148011700111490000000001,힐스테이트운정,경기도 파주시 교하로 100,413110,10891,,,,126.735114942111,37.7239119791437,305,757.9887925812411
MA010120220804544265,채순이네케이크,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300118140005,1,대지,1814,5,경기도 파주시 동패동 1814-5,414804418963,경기도 파주시 와석순환로192번길,14,63,4148011300118140005000001,,경기도 파주시 와석순환로192번길 14-63,413100,10901,,1,,126.741370165203,37.7148968547917,305,484.0921574304346
MA010120220805832910,토모루베이커리파주점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480560,운정2동,4148011700,목동동,4148011700111120000,1,대지,1112,,경기도 파주시 목동동 1112,414804418962,경기도 파주시 심학산로423번길,24,,4148011700111120000000001,,경기도 파주시 심학산로423번길 24,413110,10900,,,,126.738605336873,37.7194263638976,305,297.24863585449015
MA010120220806669883,따순기미,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300119360006,1,대지,1936,6,경기도 파주시 동패동 1936-6,414804418953,경기도 파주시 동패로63번길,33,,4148011300101620001000002,,경기도 파주시 동패로63번길 33,413100,10902,,1,,126.737035278298,37.7103545023607,305,763.1717951396373
MA010120220806719852,시옷,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300119380005,1,대지,1938,5,경기도 파주시 동패동 1938-5,414804418953,경기도 파주시 동패로63번길,15,,4148011300119380005000001,,경기도 파주시 동패로63번길 15,413100,10902,,1,,126.737060989652,37.7095078369995,305,857.3363953315074
MA010120220808268558,도너츠윤,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56194,김밥 및 기타 간이 음식점업,41,경기도,41480,파주시,41480560,운정2동,4148011700,목동동,4148011700111050001,1,대지,1105,1,경기도 파주시 목동동 1105-1,414804418964,경기도 파주시 와석순환로252번길,7,15,4148011700111050001000001,,경기도 파주시 와석순환로252번길 7-15,413110,10900,,1,,126.737726794987,37.7203990494636,305,365.3784192730432
MA010120220808741238,보따리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480560,운정2동,4148011700,목동동,4148011700111030000,1,대지,1103,,경기도 파주시 목동동 1103,414804418964,경기도 파주시 와석순환로252번길,7,30,4148011700111030000000001,,경기도 파주시 와석순환로252번길 7-30,413110,10900,,1,,126.738549128247,37.7200654721139,305,356.03799796480405
MA010120220810274070,와플대학파주운정캠퍼스,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56194,김밥 및 기타 간이 음식점업,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300117580004,1,대지,1758,4,경기도 파주시 동패동 1758-4,414803012097,경기도 파주시 미래로,369,72,4148011300117580004000001,우성메디피아,경기도 파주시 미래로 369-72,413100,10905,,,,126.744372103347,37.7110815916658,305,958.6783043344507
MA010120220811367358,메종드비건,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480560,운정2동,4148011700,목동동,4148011700110610001,1,대지,1061,1,경기도 파주시 목동동 1061-1,414803206006,경기도 파주시 교하로,169,,4148011700110610001000001,,경기도 파주시 교하로 169,413110,10900,,,,126.739412976527,37.7219668115363,305,579.5926542809159
MA010120220811855090,이응주수제도넛,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300119230000,1,대지,1923,,경기도 파주시 동패동 1923,414804418953,경기도 파주시 동패로63번길,28,,4148011300101620015000001,,경기도 파주시 동패로63번길 28,413100,10902,,1,,126.737414055231,37.7100882591975,305,794.6564089258661
MA010120220811859137,어라운드케이크,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480560,운정2동,4148011700,목동동,4148011700110990001,1,대지,1099,1,경기도 파주시 목동동 1099-1,414804418964,경기도 파주시 와석순환로252번길,7,16,4148011700110990001000001,,경기도 파주시 와석순환로252번길 7-16,413110,10900,,,,126.737788084232,37.7201294058974,305,337.86011117084104
MA010120220812167076,더브래드36.5,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300118120001,1,대지,1812,1,경기도 파주시 동패동 1812-1,414804418963,경기도 파주시 와석순환로192번길,14,42,4148011300102130018000001,,경기도 파주시 와석순환로192번길 14-42,413100,10901,,1,,126.741768887887,37.7147929909274,305,520.0092420670327
MA010120220812201306,땡스마카롱,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480560,운정2동,4148011700,목동동,4148011700110540003,1,대지,1054,3,경기도 파주시 목동동 1054-3,414804418947,경기도 파주시 교하로159번길,45,,4148011700110540003000001,,경기도 파주시 교하로159번길 45,413110,10900,,,,126.74043442412,37.7239419083516,305,816.779001169135
MA010120220812560823,펌킨베이커리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300119080004,1,대지,1908,4,경기도 파주시 동패동 1908-4,414803206022,경기도 파주시 동패로,85,,4148011300101960006000001,,경기도 파주시 동패로 85,413100,10902,,1,,126.738838200717,37.710373802605,305,783.1880295604545
MA010120220812561639,크리스피도넛,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300117610001,1,대지,1761,1,경기도 파주시 동패동 1761-1,414803012097,경기도 파주시 미래로,369,27,4148011300117610001000001,,경기도 파주시 미래로 369-27,413100,10905,,,,126.745295240046,37.7114878604683,305,987.6998757090457
MA010120220812666924,뚱언니네마카롱,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480560,운정2동,4148011700,목동동,4148011700110720003,1,대지,1072,3,경기도 파주시 목동동 1072-3,414804418947,경기도 파주시 교하로159번길,30,12,4148011700110720003000001,,경기도 파주시 교하로159번길 30-12,413110,10900,,,,126.739886136722,37.7228278196583,305,683.9792265813056
MA010120220813997068,문세베이커리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300117580001,1,대지,1758,1,경기도 파주시 동패동 1758-1,414803012097,경기도 파주시 미래로,369,58,4148011300117580001000001,,경기도 파주시 미래로 369-58,413100,10905,,1,,126.744429194213,37.7117309206141,305,912.4771604139102
MA0101202301A0058208,보람있는빵집,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300117810000,1,대지,1781,,경기도 파주시 동패동 1781,414803206054,경기도 파주시 심학산로,384,,4148011300117810000000001,운정신도시IPARK,경기도 파주시 심학산로 384,413100,10903,,1,,126.736591260169,37.7171342767715,305,13.644620800298577
MA0101202301A0085259,뚜레쥬르건강공원점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480560,운정2동,4148011700,목동동,4148011700106850000,1,대지,685,,경기도 파주시 목동동 685,414803206001,경기도 파주시 가온로,116,,4148011700100140012000001,,경기도 파주시 가온로 116,413110,10900,,1,,126.745392187126,37.7205349390844,305,848.2911660858367
MA010120220800529244,미친꽈배기,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41360,남양주시,41360262,오남읍,4136026221,오남읍,4136026221101100000,1,대지,110,,경기도 남양주시 오남읍 양지리 110,413604391657,경기도 남양주시 오남읍 진건오남로797번길,28,,4136026221101100000006732,,경기도 남양주시 오남읍 진건오남로797번길 28,472881,12046,,1,,127.199743349085,37.6986621143241,307,355.4765176776699
MA010120220802210046,뚜레쥬르,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41360,남양주시,41360262,오남읍,4136026221,오남읍,4136026221100950009,1,대지,95,9,경기도 남양주시 오남읍 양지리 95-9,413603197050,경기도 남양주시 오남읍 진건오남로,782,,4136026221100950009008111,,경기도 남양주시 오남읍 진건오남로 782,472881,12036,,,,127.204476358698,37.6971984197468,307,122.85861782444076
MA010120220802239951,씨에프랑스,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41360,남양주시,41360262,오남읍,4136026221,오남읍,4136026221100960000,1,대지,96,,경기도 남양주시 오남읍 양지리 96,413603197050,경기도 남양주시 오남읍 진건오남로,800,,4136026221100960000006745,양지빌딩,경기도 남양주시 오남읍 진건오남로 800,472881,12036,,1,,127.203037833993,37.6981077632277,307,60.73624318673591
MA010120220802487044,빵쌤남양주,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41360,남양주시,41360262,오남읍,4136026223,오남읍,4136026223101330001,1,대지,133,1,경기도 남양주시 오남읍 오남리 133-1,413603197050,경기도 남양주시 오남읍 진건오남로,698,,4136026223101330001008381,오남읍오남리133-1업무시설,경기도 남양주시 오남읍 진건오남로 698,472883,12037,,2,,127.213163202371,37.6949860903131,307,900.8361757731784
MA010120220803054297,오란다파우키친,,I2,음식,I210,기타 간이,I21001,빵/도넛,G47216,"빵류, 과자류 및 당류 소매업",41,경기도,41360,남양주시,41360262,오남읍,4136026221,오남읍,4136026221104750000,1,대지,475,,경기도 남양주시 오남읍 양지리 475,413604391555,경기도 남양주시 오남읍 양지로278번길,35,3,4136026221104740001000001,,경기도 남양주시 오남읍 양지로278번길 35-3,472881,12036,,,,127.196148173877,37.7018543573367,307,784.9060291514311
MA010120220805179499,원꽈배기,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41360,남양주시,41360262,오남읍,4136026221,오남읍,4136026221104340002,1,대지,434,2,경기도 남양주시 오남읍 양지리 434-2,413603197050,경기도 남양주시 오남읍 진건오남로,878,,4136026221104340002000002,,경기도 남양주시 오남읍 진건오남로 878,472881,12036,,,,127.197809425656,37.7034424822349,307,787.3484342970072
MA010120220805417272,소담빵긋,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41360,남양주시,41360262,오남읍,4136026223,오남읍,4136026223107840026,1,대지,784,26,경기도 남양주시 오남읍 오남리 784-26,413603197050,경기도 남양주시 오남읍 진건오남로,781,132,4136026223107840026000001,,경기도 남양주시 오남읍 진건오남로 781-132,472883,12044,,1,,127.202205758194,37.6963901678611,307,235.3661077777738
MA010120220806629518,133베이커리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41360,남양주시,41360262,오남읍,4136026223,오남읍,4136026223101330001,1,대지,133,1,경기도 남양주시 오남읍 오남리 133-1,413603197050,경기도 남양주시 오남읍 진건오남로,698,,4136026223101330001008381,오남읍오남리133-1업무시설,경기도 남양주시 오남읍 진건오남로 698,472883,12037,,2,,127.213163202371,37.6949860903131,307,900.8361757731784
MA010120220811124726,명랑핫도그남양주,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56199,간이 음식 포장 판매 전문점,41,경기도,41360,남양주시,41360262,오남읍,4136026221,오남읍,4136026221101020001,1,대지,102,1,경기도 남양주시 오남읍 양지리 102-1,413604391658,경기도 남양주시 오남읍 진건오남로808번길,4,,4136026221101020001008843,,경기도 남양주시 오남읍 진건오남로808번길 4,472881,12036,,1,,127.202803048017,37.6988540361249,307,114.36584365767881
